Column,Accident_Index,Accident_Severity,Date,Day_of_Week,Light_Conditions,Number_of_Casualties,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Police_Force,Road_Surface_Conditions,Road_Type,Special_Conditions_at_Site,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Age_Band_of_Driver,Sex_of_Driver,Driver_age_sex,Vehicle_Type
13032,2016520601428,Slight,2016-02-03,Wednesday,Daylight,1,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,60,08:35:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13035,2016520602019,Slight,2016-02-25,Thursday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,11:45:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13036,2016520602215,Slight,2016-03-08,Tuesday,Darkness - lights lit,1,0,1,Avon and Somerset,Dry,Single carriageway,None,30,18:55:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13037,2016520602383,Slight,2016-03-15,Tuesday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,15:42:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13038,2016520602664,Slight,2016-03-27,Sunday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,09:18:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
13039,2016520602683,Slight,2016-04-02,Saturday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,16:35:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13041,2016520603072,Slight,2016-04-18,Monday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,15:35:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13042,2016520603152,Slight,2016-04-22,Friday,Daylight,1,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,60,12:30:00,Rural,Raining no high winds,66 - 75,Female,66 - 75_Female,9
13045,2016520603644,Slight,2016-05-17,Tuesday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,10:45:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
13046,2016520603694,Serious,2016-02-16,Tuesday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,60,07:07:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13050,2016520604053,Slight,2016-06-06,Monday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,15:00:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13054,2016520604970,Slight,2016-07-09,Saturday,Darkness - no lighting,1,0,0,Avon and Somerset,Dry,Single carriageway,None,40,22:15:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13058,2016520605526,Slight,2016-07-10,Sunday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,Road surface defective,30,14:30:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13066,2016520606432,Serious,2016-08-28,Sunday,Daylight,2,0,0,Avon and Somerset,Dry,Single carriageway,None,40,12:30:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13076,2016520607289,Slight,2016-09-06,Tuesday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,16:21:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13077,2016520607303,Slight,2016-10-04,Tuesday,Daylight,1,0,5,Avon and Somerset,Dry,Single carriageway,None,30,13:20:00,Rural,Fine no high winds,16 - 20,Female,16 - 20_Female,9
13079,2016520607339,Slight,2016-10-05,Wednesday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,14:45:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
13087,2016520608086,Slight,2016-10-13,Thursday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,40,11:00:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
13097,2016520608721,Slight,2016-10-31,Monday,Darkness - lights lit,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,19:55:00,Rural,Fog or mist,21 - 25,Male,21 - 25_Male,9
13102,2016520608818,Serious,2016-04-23,Saturday,Darkness - no lighting,1,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,60,02:30:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13103,2016520608856,Slight,2016-11-11,Friday,Daylight,1,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,30,10:10:00,Rural,Fine no high winds,Over 75,Female,Over 75_Female,9
13107,2016520609282,Slight,2016-12-06,Tuesday,Daylight,1,0,0,Avon and Somerset,Wet or damp,Roundabout,None,30,08:50:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13108,2016520609387,Serious,2016-12-06,Tuesday,Darkness - lights lit,1,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,30,17:41:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13115,2016520700772,Slight,2016-11-17,Thursday,Daylight,2,0,1,Avon and Somerset,Wet or damp,Single carriageway,None,30,16:35:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13123,2016521600633,Serious,2016-01-01,Friday,Darkness - no lighting,1,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,40,00:01:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13137,2016521601154,Slight,2016-01-16,Saturday,Daylight,1,0,1,Avon and Somerset,Wet or damp,Single carriageway,None,30,10:35:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13148,2016521601408,Slight,2016-02-01,Monday,Daylight,1,0,0,Avon and Somerset,Dry,Slip road,None,70,12:40:00,Rural,Fine + high winds,21 - 25,Male,21 - 25_Male,9
13212,2016521603849,Fatal,2016-05-16,Monday,Darkness - lights lit,1,0,0,Avon and Somerset,Dry,Single carriageway,None,40,00:08:00,Rural,Fine no high winds,16 - 20,Female,16 - 20_Female,9
13217,2016521604202,Slight,2016-05-27,Friday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,15:44:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
13221,2016521604432,Slight,2016-06-18,Saturday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,20,11:20:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13240,2016521605323,Slight,2016-07-23,Saturday,Daylight,1,2,0,Avon and Somerset,Dry,Single carriageway,None,20,16:30:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13248,2016521605522,Fatal,2016-07-31,Sunday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,40,17:35:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13250,2016521605571,Slight,2016-07-15,Friday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,17:40:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13260,2016521606262,Slight,2016-05-17,Tuesday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,09:03:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13284,2016521608074,Slight,2016-09-30,Friday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,17:30:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13285,2016521608075,Slight,2016-11-02,Wednesday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,20,16:20:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13286,2016521608127,Slight,2016-10-01,Saturday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,12:30:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13291,2016521608204,Slight,2016-10-05,Wednesday,Daylight,1,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,30,11:00:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
13300,2016521608503,Serious,2016-10-21,Friday,Darkness - no lighting,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,19:10:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13308,2016521608689,Slight,2016-10-30,Sunday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,20,13:30:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13317,2016521608917,Slight,2016-11-11,Friday,Daylight,1,0,5,Avon and Somerset,Dry,Single carriageway,None,30,15:50:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13318,2016521608939,Serious,2016-11-18,Friday,Daylight,1,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,30,15:50:00,Rural,Raining no high winds,56 - 65,Female,56 - 65_Female,9
13319,2016521608940,Slight,2016-11-18,Friday,Daylight,1,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,30,08:45:00,Rural,Raining no high winds,46 - 55,Female,46 - 55_Female,9
13341,2016521609809,Slight,2016-12-16,Friday,Daylight,2,0,0,Avon and Somerset,Dry,Single carriageway,None,20,11:55:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13354,2016530038285,Slight,2016-01-07,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,12:14:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13356,2016530039453,Serious,2016-01-03,Sunday,Darkness - lights lit,1,0,0,Gloucestershire,Wet or damp,Single carriageway,None,30,19:40:00,Rural,Raining no high winds,21 - 25,Male,21 - 25_Male,9
13363,2016530041932,Slight,2016-01-12,Tuesday,Darkness - lights lit,1,0,5,Gloucestershire,Dry,Single carriageway,None,30,16:51:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13373,2016530049858,Slight,2016-02-20,Saturday,Daylight,1,0,0,Gloucestershire,Wet or damp,Single carriageway,None,30,10:30:00,Rural,Raining no high winds,56 - 65,Male,56 - 65_Male,9
13377,2016530053790,Serious,2016-03-03,Thursday,Darkness - no lighting,1,0,0,Gloucestershire,Dry,Single carriageway,None,50,19:00:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13378,2016530055321,Serious,2016-02-21,Sunday,Daylight,1,0,0,Gloucestershire,Wet or damp,Single carriageway,None,30,16:00:00,Rural,Raining no high winds,Over 75,Male,Over 75_Male,9
13379,2016530055433,Slight,2016-03-28,Monday,Darkness - no lighting,1,0,0,Gloucestershire,Wet or damp,Dual carriageway,None,70,04:39:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13380,2016530058393,Fatal,2016-04-14,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,50,11:45:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
13388,2016530070890,Serious,2016-05-28,Saturday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,60,13:30:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
13393,2016530078863,Slight,2016-05-16,Monday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,11:30:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
13398,2016530081921,Slight,2016-06-30,Thursday,Daylight,1,0,4,Gloucestershire,Dry,Single carriageway,None,30,15:41:00,Rural,Fine no high winds,Over 75,Female,Over 75_Female,9
13400,2016530082938,Slight,2016-06-29,Wednesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,Roadworks,40,11:30:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13401,2016530083218,Serious,2016-06-05,Sunday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,14:26:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13402,2016530083579,Slight,2016-04-07,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,13:00:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13403,2016530085225,Slight,2016-07-08,Friday,Daylight,2,0,0,Gloucestershire,Dry,Single carriageway,None,50,16:20:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13409,2016530097726,Fatal,2016-08-18,Thursday,Daylight,1,0,5,Gloucestershire,Dry,Single carriageway,None,40,13:58:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13412,2016530103387,Serious,2016-09-02,Friday,Darkness - no lighting,2,0,0,Gloucestershire,Dry,Single carriageway,None,50,22:19:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13419,2016530111306,Slight,2016-06-01,Wednesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,13:20:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13420,2016530111324,Slight,2016-08-15,Monday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,05:45:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13424,2016530118331,Slight,2016-09-30,Friday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,16:52:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13425,2016530123624,Slight,2016-09-08,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,08:55:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13426,2016530127578,Serious,2016-10-03,Monday,Daylight,2,0,4,Gloucestershire,Dry,Single carriageway,None,40,16:16:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13432,2016530133411,Slight,2016-11-01,Tuesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,15:40:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13434,2016530133974,Slight,2016-10-28,Friday,Daylight,1,0,4,Gloucestershire,Dry,Single carriageway,None,30,10:30:00,Rural,Fine no high winds,16 - 20,Female,16 - 20_Female,9
13435,2016530135929,Slight,2016-11-18,Friday,Darkness - no lighting,1,0,0,Gloucestershire,Wet or damp,Single carriageway,None,50,21:44:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13439,2016530138339,Slight,2016-02-21,Sunday,Darkness - no lighting,1,0,0,Gloucestershire,Dry,Dual carriageway,None,70,05:40:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
13446,2016530157601,Slight,2016-11-25,Friday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,08:05:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13451,2016530160881,Slight,2016-09-21,Wednesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,15:00:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
13456,2016530171402,Slight,2016-12-28,Wednesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,12:00:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
13458,2016540105716,Slight,2016-01-05,Tuesday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,60,08:30:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13472,2016541086716,Slight,2016-02-04,Thursday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,60,08:35:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13474,2016541266016,Serious,2016-02-10,Wednesday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,16:04:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13476,2016541276616,Slight,2016-02-11,Thursday,Daylight,1,0,1,Wiltshire,Dry,Single carriageway,Road sign or marking defective or obscured,30,08:40:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13478,2016541347716,Fatal,2016-02-12,Friday,Darkness - no lighting,1,0,0,Wiltshire,Wet or damp,Single carriageway,None,40,20:45:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
13480,2016541449216,Serious,2016-02-15,Monday,Darkness - lights lit,1,0,4,Wiltshire,Dry,Single carriageway,None,30,18:30:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13491,2016542390016,Slight,2016-03-16,Wednesday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,15:23:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
13494,2016542578816,Slight,2016-03-22,Tuesday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,17:19:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13499,2016542910616,Slight,2016-04-03,Sunday,Darkness - no lighting,1,0,0,Wiltshire,Dry,Single carriageway,None,50,21:30:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13501,2016543110316,Slight,2016-04-10,Sunday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,10:30:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13504,2016544134516,Fatal,2016-05-10,Tuesday,Daylight,1,0,0,Wiltshire,Wet or damp,Single carriageway,None,30,09:57:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13514,2016544769616,Slight,2016-05-28,Saturday,Daylight,1,0,5,Wiltshire,Dry,Single carriageway,None,40,14:47:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
13516,2016544911216,Serious,2016-05-30,Monday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,40,10:28:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
13520,2016545279816,Slight,2016-06-13,Monday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,40,12:40:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13521,2016545433816,Serious,2016-06-17,Friday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,11:50:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13522,2016545566916,Slight,2016-06-21,Tuesday,Daylight,1,0,8,Wiltshire,Dry,Single carriageway,None,30,16:07:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
13525,2016545741316,Serious,2016-06-26,Sunday,Daylight,1,0,0,Wiltshire,Wet or damp,Single carriageway,None,30,16:03:00,Rural,Raining no high winds,36 - 45,Male,36 - 45_Male,9
13532,2016546795216,Slight,2016-07-09,Saturday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,15:30:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13534,2016546869816,Serious,2016-07-29,Friday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,16:21:00,Rural,Fine no high winds,Over 75,Female,Over 75_Female,9
13535,2016546983216,Slight,2016-08-02,Tuesday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,15:52:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
13536,2016547022516,Serious,2016-08-03,Wednesday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,60,19:03:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13539,2016547514616,Slight,2016-08-19,Friday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,10:16:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13543,2016548202416,Slight,2016-09-09,Friday,Darkness - lights lit,1,0,0,Wiltshire,Dry,Single carriageway,None,30,20:02:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13546,2016548385916,Slight,2016-09-15,Thursday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,17:00:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13550,2016548938516,Serious,2016-10-04,Tuesday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,08:33:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13561,201654A001516,Slight,2016-11-07,Monday,Daylight,1,0,8,Wiltshire,Dry,Single carriageway,None,30,16:35:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13566,201654A670216,Serious,2016-11-27,Sunday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,08:40:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13567,201654A686316,Fatal,2016-11-28,Monday,Darkness - no lighting,2,0,0,Wiltshire,Dry,Single carriageway,None,60,23:41:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13576,201654B256816,Slight,2016-12-14,Wednesday,Daylight,1,0,1,Wiltshire,Dry,Single carriageway,None,30,15:00:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13591,2016551600239,Fatal,2016-01-19,Tuesday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,30,11:46:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
13593,2016551600275,Serious,2016-01-27,Wednesday,Daylight,1,0,0,Dorset,Wet or damp,Single carriageway,None,30,08:53:00,Rural,Raining + high winds,46 - 55,Male,46 - 55_Male,9
13604,2016551600584,Serious,2016-03-11,Friday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,30,15:50:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13621,2016551601064,Slight,2016-04-01,Friday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,60,15:59:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13645,2016551601500,Slight,2016-07-08,Friday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,30,20:01:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13647,2016551601531,Slight,2016-04-29,Friday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,30,18:55:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13651,2016551601644,Slight,2016-05-12,Thursday,Darkness - no lighting,1,0,0,Dorset,Dry,Single carriageway,None,30,23:06:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13652,2016551601688,Slight,2016-07-28,Thursday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,30,12:02:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
13662,2016551601878,Slight,2016-08-18,Thursday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,30,17:30:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13667,2016551601968,Serious,2016-08-30,Tuesday,Daylight,1,0,5,Dorset,Dry,Single carriageway,None,30,09:09:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
13669,2016551602008,Slight,2016-08-14,Sunday,Darkness - lights lit,1,0,0,Dorset,Dry,Single carriageway,None,30,21:11:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13676,2016551602140,Serious,2016-09-23,Friday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,60,15:54:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13677,2016551602144,Slight,2016-09-23,Friday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,40,10:28:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
13683,2016551602347,Slight,2016-10-22,Saturday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,30,10:50:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13687,2016551602438,Slight,2016-11-05,Saturday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,30,12:25:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13689,2016551602525,Serious,2016-11-17,Thursday,Daylight,1,0,0,Dorset,Wet or damp,Single carriageway,None,40,10:38:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
13693,2016551602546,Slight,2016-11-11,Friday,Darkness - lighting unknown,1,0,0,Dorset,Dry,Single carriageway,None,30,22:30:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13696,2016551602578,Serious,2016-11-25,Friday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,30,15:57:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13699,2016551602603,Slight,2016-11-29,Tuesday,Daylight,1,0,0,Dorset,Dry,Single carriageway,None,30,16:00:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
13724,201660U007091,Slight,2016-01-15,Friday,Darkness - lights lit,1,0,0,North Wales,Wet or damp,Single carriageway,None,30,17:54:00,Rural,Snowing no high winds,21 - 25,Female,21 - 25_Female,9
13731,201660U016530,Serious,2016-02-03,Wednesday,Daylight,1,0,0,North Wales,Wet or damp,Single carriageway,None,30,09:59:00,Rural,Raining no high winds,16 - 20,Female,16 - 20_Female,9
13734,201660U019016,Slight,2016-02-08,Monday,Daylight,1,0,0,North Wales,Wet or damp,Single carriageway,None,30,08:45:00,Rural,Raining + high winds,26 - 35,Male,26 - 35_Male,9
13736,201660U020046,Slight,2016-02-10,Wednesday,Daylight,1,0,5,North Wales,Dry,Single carriageway,None,30,15:50:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
13743,201660U029662,Slight,2016-02-29,Monday,Daylight,1,0,0,North Wales,Wet or damp,Single carriageway,None,30,15:50:00,Rural,Raining no high winds,56 - 65,Male,56 - 65_Male,9
13748,201660U036708,Slight,2016-03-13,Sunday,Darkness - lights lit,1,0,0,North Wales,Dry,Single carriageway,None,30,23:45:00,Rural,Fine no high winds,36 - 45,Male,36 - 45_Male,9
13749,201660U038021,Serious,2016-03-16,Wednesday,Daylight,1,0,0,North Wales,Dry,Single carriageway,None,30,15:17:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13751,201660U049148,Slight,2016-04-06,Wednesday,Daylight,1,0,0,North Wales,Wet or damp,Single carriageway,None,30,15:00:00,Rural,Raining no high winds,Over 75,Male,Over 75_Male,9
13753,201660U053889,Slight,2016-04-15,Friday,Daylight,1,0,0,North Wales,Dry,Single carriageway,None,30,15:17:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13755,201660U058504,Serious,2016-04-23,Saturday,Darkness - lights lit,1,0,0,North Wales,Dry,Single carriageway,None,30,23:30:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13756,201660U059360,Slight,2016-04-25,Monday,Daylight,1,0,0,North Wales,Dry,Single carriageway,None,30,17:20:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13759,201660U071596,Slight,2016-05-18,Wednesday,Daylight,1,0,0,North Wales,Dry,Single carriageway,None,30,10:54:00,Rural,Fine no high winds,16 - 20,Female,16 - 20_Female,9
13764,201660U076392,Slight,2016-05-27,Friday,Daylight,1,0,0,North Wales,Dry,Single carriageway,None,30,08:40:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13770,201660U083875,Slight,2016-06-08,Wednesday,Daylight,1,0,0,North Wales,Dry,Single carriageway,Roadworks,60,17:00:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
13773,201660U090300,Serious,2016-06-19,Sunday,Darkness - no lighting,1,0,0,North Wales,Wet or damp,Single carriageway,None,60,23:10:00,Rural,Raining no high winds,36 - 45,Male,36 - 45_Male,9
13774,201660U092253,Serious,2016-06-23,Thursday,Daylight,1,0,4,North Wales,Dry,Single carriageway,None,30,15:35:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13776,201660U099465,Slight,2016-07-07,Thursday,Daylight,1,0,0,North Wales,Dry,Single carriageway,None,30,11:30:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13777,201660U100699,Slight,2016-07-09,Saturday,Daylight,1,0,4,North Wales,Dry,Single carriageway,None,30,14:45:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13779,201660U105604,Slight,2016-07-18,Monday,Daylight,1,0,0,North Wales,Dry,Single carriageway,None,30,15:55:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13780,201660U106034,Serious,2016-07-19,Tuesday,Daylight,1,0,0,North Wales,Dry,Single carriageway,None,30,11:25:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
